Datetime,Open,High,Low,Close,Adj Close,Volume
2023-03-27 09:30:00-04:00,99.06999969482422,99.16000366210938,98.7699966430664,98.94010162353516,98.94010162353516,1557863
2023-03-27 09:31:00-04:00,98.93000030517578,98.94000244140625,98.53569793701172,98.62860107421875,98.62860107421875,248638
2023-03-27 09:32:00-04:00,98.64099884033203,98.7699966430664,98.5916976928711,98.72000122070312,98.72000122070312,244792
2023-03-27 09:33:00-04:00,98.73999786376953,98.9000015258789,98.70850372314453,98.7249984741211,98.7249984741211,355025
2023-03-27 09:34:00-04:00,98.7300033569336,98.94000244140625,98.52999877929688,98.89009857177734,98.89009857177734,288225
2023-03-27 09:35:00-04:00,98.91000366210938,99.01000213623047,98.5801010131836,98.66999816894531,98.66999816894531,342038
2023-03-27 09:36:00-04:00,98.66999816894531,98.72000122070312,98.5,98.58999633789062,98.58999633789062,247029
2023-03-27 09:37:00-04:00,98.5999984741211,98.70999908447266,98.58200073242188,98.67500305175781,98.67500305175781,125503
2023-03-27 09:38:00-04:00,98.68000030517578,98.82839965820312,98.5999984741211,98.64869689941406,98.64869689941406,157836
2023-03-27 09:39:00-04:00,98.6500015258789,98.6500015258789,98.33000183105469,98.40989685058594,98.40989685058594,223069
2023-03-27 09:40:00-04:00,98.44000244140625,98.68000030517578,98.43000030517578,98.6500015258789,98.6500015258789,221395
2023-03-27 09:41:00-04:00,98.6500015258789,98.87000274658203,98.62329864501953,98.81999969482422,98.81999969482422,218209
2023-03-27 09:42:00-04:00,98.83319854736328,98.88999938964844,98.72000122070312,98.76000213623047,98.76000213623047,270857
2023-03-27 09:43:00-04:00,98.75900268554688,98.80999755859375,98.5999984741211,98.80000305175781,98.80000305175781,163134
2023-03-27 09:44:00-04:00,98.81849670410156,98.91000366210938,98.73500061035156,98.8479995727539,98.8479995727539,195759
2023-03-27 09:45:00-04:00,98.8499984741211,98.98999786376953,98.81999969482422,98.95999908447266,98.95999908447266,197782
2023-03-27 09:46:00-04:00,98.95999908447266,99.1500015258789,98.93000030517578,99.08180236816406,99.08180236816406,332297
2023-03-27 09:47:00-04:00,99.08499908447266,99.1050033569336,98.86990356445312,98.91000366210938,98.91000366210938,209498
2023-03-27 09:48:00-04:00,98.90499877929688,99.00990295410156,98.83499908447266,98.88990020751953,98.88990020751953,121380
2023-03-27 09:49:00-04:00,98.88999938964844,99.03839874267578,98.875,99.00599670410156,99.00599670410156,168018
2023-03-27 09:50:00-04:00,99.0199966430664,99.2699966430664,98.97010040283203,99.1500015258789,99.1500015258789,241204
2023-03-27 09:51:00-04:00,99.1500015258789,99.25,99.12999725341797,99.16500091552734,99.16500091552734,167443
2023-03-27 09:52:00-04:00,99.16500091552734,99.18329620361328,99.0199966430664,99.12999725341797,99.12999725341797,131381
2023-03-27 09:53:00-04:00,99.12999725341797,99.14679718017578,99.02999877929688,99.06500244140625,99.06500244140625,93545
2023-03-27 09:54:00-04:00,99.05999755859375,99.05999755859375,98.86000061035156,98.93499755859375,98.93499755859375,210523
2023-03-27 09:55:00-04:00,98.9312973022461,98.95500183105469,98.77999877929688,98.83999633789062,98.83999633789062,108897
2023-03-27 09:56:00-04:00,98.8499984741211,99.04989624023438,98.70999908447266,98.79000091552734,98.79000091552734,195946
2023-03-27 09:57:00-04:00,98.79000091552734,98.8499984741211,98.58999633789062,98.5999984741211,98.5999984741211,156912
2023-03-27 09:58:00-04:00,98.5999984741211,98.76000213623047,98.54499816894531,98.73999786376953,98.73999786376953,130929
2023-03-27 09:59:00-04:00,98.75,98.9000015258789,98.75,98.8499984741211,98.8499984741211,86098
2023-03-27 10:00:00-04:00,98.86000061035156,99.05000305175781,98.84500122070312,99.0082015991211,99.0082015991211,125337
2023-03-27 10:01:00-04:00,99.01000213623047,99.2300033569336,99.01000213623047,99.10099792480469,99.10099792480469,242497
2023-03-27 10:02:00-04:00,99.11000061035156,99.18000030517578,99.0624008178711,99.08000183105469,99.08000183105469,112974
2023-03-27 10:03:00-04:00,99.07009887695312,99.08999633789062,98.95999908447266,98.98999786376953,98.98999786376953,85262
2023-03-27 10:04:00-04:00,98.98999786376953,99.11499786376953,98.95999908447266,99.0363998413086,99.0363998413086,157780
2023-03-27 10:05:00-04:00,99.04000091552734,99.20999908447266,99.03500366210938,99.1583023071289,99.1583023071289,194301
2023-03-27 10:06:00-04:00,99.16000366210938,99.17500305175781,98.94000244140625,99.0198974609375,99.0198974609375,126980
2023-03-27 10:07:00-04:00,99.02999877929688,99.33000183105469,98.98999786376953,99.30999755859375,99.30999755859375,211376
2023-03-27 10:08:00-04:00,99.30999755859375,99.33999633789062,99.20999908447266,99.22000122070312,99.22000122070312,124727
2023-03-27 10:09:00-04:00,99.22010040283203,99.31999969482422,99.17500305175781,99.29000091552734,99.29000091552734,93546
2023-03-27 10:10:00-04:00,99.29000091552734,99.31999969482422,99.19999694824219,99.2300033569336,99.2300033569336,106440
2023-03-27 10:11:00-04:00,99.22979736328125,99.33499908447266,99.19999694824219,99.30999755859375,99.30999755859375,89231
2023-03-27 10:12:00-04:00,99.29000091552734,99.29000091552734,99.16200256347656,99.2249984741211,99.2249984741211,114061
2023-03-27 10:13:00-04:00,99.20500183105469,99.20999908447266,99.0801010131836,99.12000274658203,99.12000274658203,121973
2023-03-27 10:14:00-04:00,99.12000274658203,99.12000274658203,98.97000122070312,98.99009704589844,98.99009704589844,122148
2023-03-27 10:15:00-04:00,99.0,99.22000122070312,98.98999786376953,99.22000122070312,99.22000122070312,125003
